run_id,timestamp,scenario_id,sandbox,remote_survives,embed_survives,failure_code,failure_category,severity,manifest_status,hash_alignment,edge_worker_ms,origin_ms,manifest_fetch_ms,total_ms
run-1762273993943,2025-11-04T16:33:13.943Z,IMG_JPEG_Q75_STRIP,strip-happy,true,false,DESTROYED_EMBED,destroyed,warning,200,true,2,13,13,28
run-1762273993943,2025-11-04T16:33:13.943Z,IMG_RESIZE_1024,strip-happy,true,false,DESTROYED_EMBED,destroyed,warning,200,true,2,52,8,62
run-1762273993943,2025-11-04T16:33:13.943Z,IMG_CONVERT_WEBP,strip-happy,true,false,DESTROYED_EMBED,destroyed,warning,200,true,2,10,5,17
run-1762273993943,2025-11-04T16:33:13.943Z,IMG_CONVERT_AVIF,strip-happy,true,false,DESTROYED_EMBED,destroyed,warning,200,true,2,14,6,22
run-1762273993943,2025-11-04T16:33:13.943Z,IMG_CROP_CENTER,strip-happy,true,false,DESTROYED_EMBED,destroyed,warning,200,true,2,8,5,15
run-1762273993943,2025-11-04T16:33:13.943Z,IMG_PROGRESSIVE_BASELINE,strip-happy,true,false,DESTROYED_EMBED,destroyed,warning,200,true,2,8,6,16
run-1762273993943,2025-11-04T16:33:13.943Z,IMG_METADATA_REWRITE,strip-happy,true,false,DESTROYED_EMBED,destroyed,warning,200,true,2,7,6,15
run-1762273993943,2025-11-04T16:33:13.943Z,IMG_ROTATE_90,strip-happy,true,false,DESTROYED_EMBED,destroyed,warning,200,true,2,8,5,15
run-1762273993943,2025-11-04T16:33:13.943Z,IMG_WATERMARK_OVERLAY,strip-happy,true,false,DESTROYED_EMBED,destroyed,warning,200,true,2,48,9,59
run-1762273993943,2025-11-04T16:33:13.943Z,IMG_THUMBNAIL_150X150,strip-happy,true,false,DESTROYED_EMBED,destroyed,warning,200,true,2,13,7,22
run-1762273993943,2025-11-04T16:33:13.943Z,CDN_RECOMPRESS_Q80,strip-happy,true,false,DESTROYED_EMBED,destroyed,warning,200,true,2,7,7,16
run-1762273993943,2025-11-04T16:33:13.943Z,CDN_REWRITES_ETAG,strip-happy,true,false,DESTROYED_EMBED,destroyed,warning,200,true,2,5,7,14
run-1762273993943,2025-11-04T16:33:13.943Z,LINK_HEADER_DROPPED,strip-happy,true,false,DESTROYED_EMBED,destroyed,warning,200,true,2,4,7,13
run-1762273993943,2025-11-04T16:33:13.943Z,CACHE_POISON_ATTEMPT,strip-happy,true,false,DESTROYED_EMBED,destroyed,warning,200,true,2,6,7,15
run-1762273993943,2025-11-04T16:33:13.943Z,FILENAME_CHANGE,strip-happy,true,false,DESTROYED_EMBED,destroyed,warning,200,true,2,7,7,16
run-1762273993943,2025-11-04T16:33:13.943Z,IMG_PRESERVE_EMBED_NOP,preserve-embed,true,true,SURVIVED,survived,info,200,true,2,12,13,27
run-1762273993943,2025-11-04T16:33:13.943Z,IMG_PRESERVE_EMBED_RESIZE,preserve-embed,true,true,SURVIVED,survived,info,200,true,2,14,12,28
run-1762273993943,2025-11-04T16:33:13.943Z,REMOTE_ONLY_BASELINE,remote-only,true,false,DESTROYED_EMBED,destroyed,warning,200,true,2,5,7,14
run-1762273993943,2025-11-04T16:33:13.943Z,CSP_BLOCK_EMBED,remote-only,true,false,DESTROYED_EMBED,destroyed,warning,200,true,2,5,7,14
